PaperLabel,DOI,V_OC,J_SC,PCE,DonorNo,DonorName,DonorSMILES,HOMO_D,LUMO_D,Lambda+,AcceptorNo,AcceptorName,AcceptorSMILES,HOMO_A,LUMO_A,LUMO+1_A,Lambda-,Model1_PCE,Model2_PCE,Model3_PCE
116.0,10.1016/j.dyepig.2015.10.006,0.88,2.21,0.95,186,PH(DPP-THCN)2,CCOC(=O)C(C#N)=Cc1ccc(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6ccc(-c7ccc(C8=C9C(=O)N(CC)C(c%10ccc(-c%11ccc(C=C(C#N)C(=O)OCC)s%11)s%10)=C9C(=O)N8CC)s7)cc6)s5)=C4C(=O)N3CC)s2)s1,-5.04934461,-3.1532553,0.090649,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.424217,2.647193,2.673055
116.0,10.1016/j.dyepig.2015.10.006,0.85,10.55,3.22,187,PH(DPP-PY)2,CCN1C(=O)C2=C(c3ccc(-c4ccc5ccc6c7c5c4CC=C7CC=C6)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(C4=C5C(=O)N(CC)C(c6ccc(-c7ccc8ccc9c%10c8c7CC=C%10CC=C9)s6)=C5C(=O)N4CC)s3)cc2)s1,-4.73695791,-2.67025321,0.085065,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.168233,3.3703,2.975697
116.0,10.1016/j.dyepig.2015.10.006,0.65,5.63,2.41,188,PH(DPP-Th)2,CCc1ccc(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6ccc(-c7ccc(C8=C9C(=O)N(CC)C(c%10ccc(-c%11ccc(CC)s%11)s%10)=C9C(=O)N8CC)s7)cc6)s5)=C4C(=O)N3CC)s2)s1,-4.70294368,-2.64902833,0.102158,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.888921,3.239955,2.562208
115.0,10.1039/C6TA00416D,0.62,10.77,4.26,189,TPADPP2PY,CCc1ccc(N(c2ccc(CC)cc2)c2ccc(-c3ccc(C4=C5C(=O)N(CC)C(c6ccc(-c7cc8ccc9cc(-c%10ccc(C%11=C%12C(=O)N(CC)C(c%13ccc(-c%14ccc(N(c%15ccc(CC)cc%15)c%15ccc(CC)cc%15)cc%14)s%13)=C%12C(=O)N%11CC)s%10)cc%10ccc(c7)c8c9%10)s6)=C5C(=O)N4CC)s3)cc2)cc1,-4.6030779,-2.49691669,0.081729,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,4.307375,4.458194,4.060474
115.0,10.1039/C6TA00416D,0.66,15.35,5.88,190,THDPP2PY,CCc1ccc(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6cc7ccc8cc(-c9ccc(C%10=C%11C(=O)N(CC)C(c%12ccc(-c%13ccc(CC)s%13)s%12)=C%11C(=O)N%10CC)s9)cc9ccc(c6)c7c89)s5)=C4C(=O)N3CC)s2)s1,-4.74539344,-2.5815441,0.088528,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,4.389479,5.037001,4.455672
115.0,10.1039/C6TA00416D,0.85,11.13,5.67,191,DPP2Py,CCN1C(=O)C2=C(c3ccc(-c4cc5ccc6cc(-c7ccc(C8=C9C(=O)N(CC)C(c%10cccs%10)=C9C(=O)N8CC)s7)cc7ccc(c4)c5c67)s3)N(CC)C(=O)C2=C1c1cccs1,-4.89532817,-2.57827873,0.092064,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.968804,4.202005,4.097407
114.0,10.1039/c4tc00714j,0.48,0.25,0.04,192,2DPP-6T-2DCV,CCc1cc(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6ccc(C7=C8C(=O)N(CC)C(c9ccc(-c%10cc(CC)c(C=C(C#N)C#N)s%10)s9)=C8C(=O)N7CC)s6)s5)=C4C(=O)N3CC)s2)sc1C=C(C#N)C#N,-5.17723812,-3.46047184,0.098974,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.453179,1.803907,1.703328
113.0,10.1016/j.orgel.2014.07.020,0.68,8.58,2.8,193,TPA-DPP-3T,CCc1cc(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)=C4C(=O)N3CC)s2)sc1-c1ccc(-c2sc(-c3ccc(C4=C5C(=O)N(CC)C(c6ccc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)s6)=C5C(=O)N4CC)s3)cc2CC)s1,-4.51736203,-2.60984394,0.111303,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,4.029386,3.984535,3.844888
113.0,10.1016/j.orgel.2014.07.020,0.67,11.4,4.04,194,TPA-DPP-BDT,CCc1c2cc(-c3ccc(C4=C5C(=O)N(CC)C(c6ccc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)s6)=C5C(=O)N4CC)s3)sc2c(CC)c2cc(-c3ccc(C4=C5C(=O)N(CC)C(c6ccc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)s6)=C5C(=O)N4CC)s3)sc12,-4.57396171,-2.72930192,0.105195,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.544014,2.809093,2.355213
112.0,10.1002/aenm.201500059,0.66,8.23,3.09,195,NBU(DPPBDT)2,CCc1ccc(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6cc7c(-c8ccc(CC)s8)c8sc(-c9ccc(C%10=C%11C(=O)N(CC)C(c%12ccc(-c%13ccc(CC)cc%13)s%12)=C%11C(=O)N%10CC)s9)cc8c(-c8ccc(CC)s8)c7s6)s5)=C4C(=O)N3CC)s2)cc1,-4.64661611,-2.75814599,0.087382,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,4.484113,4.703432,3.927655
112.0,10.1002/aenm.201500059,0.62,15.43,5.61,196,DPA(DPPBDT)2,CCc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC)C(c7ccc(-c8ccc(N(c9ccccc9)c9ccccc9)cc8)s7)=C6C(=O)N5CC)s4)sc3c(-c3ccc(CC)s3)c3cc(-c4ccc(C5=C6C(=O)N(CC)C(c7ccc(-c8ccc(N(c9ccccc9)c9ccccc9)cc8)s7)=C6C(=O)N5CC)s4)sc23)s1,-4.55192049,-2.71215875,0.10323,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,4.188346,4.662727,3.76051
92.0,10.1021/acs.chemmater.5b01799,0.8,14.12,6.88,197,DTP-DPP,CCN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4sc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)cc4C(CC)(CC)O5)s3)N(CC)C(=O)C2=C1c1cccs1,-4.66049392,-2.85583486,0.101353,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.2457,2.76868,2.928485
91.0,10.1039/c3nr03048b,0.76,5.22,2.19,198,BDT(TDPPT)2,CCc1c2cc(-c3ccc(C4=C5C(=O)N(CC)C(c6cccs6)=C5C(=O)N4CC)s3)sc2c(CC)c2cc(-c3ccc(C4=C5C(=O)N(CC)C(c6cccs6)=C5C(=O)N4CC)s3)sc12,-4.81042866,-2.83243307,0.086198,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.039976,2.383751,3.426683
90.0,10.1016/j.orgel.2013.03.031,0.87,9.5,4.4,199,NPT(TDPP)2,CCN1C(=O)C2=C(c3ccc(-c4ccc5cc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)ccc5c4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.84362654,-2.68712427,0.096058,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.288024,3.025027,3.200972
90.0,10.1016/j.orgel.2013.03.031,0.86,8.3,3.8,200,(PH2(TDPP)2,CCN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)cc5)cc4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.85614378,-2.63406207,0.086941,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.592064,1.246905,1.569942
72.0,10.1039/c3cp52929k,0.78,2.4,0.89,201,BO-DPP-BTZ,CCN1C(=O)C2=C(c3ccc(-c4cccc5nsnc45)s3)N(CC)C(=O)C2=C1c1ccc(-c2cccc3nsnc23)s1,-4.92253956,-3.03134829,0.124732,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,0.950845,0.646358,1.192793
71.0,10.1002/adma.201103177,0.77,5.7,2.7,202,4a,CCN1C(=O)C2=C(c3ccc(-c4cc5ccc6cccc7ccc(c4)c5c67)s3)N(CC)C(=O)C2=C1c1ccc(-c2cc3ccc4cccc5ccc(c2)c3c45)s1,-4.81015655,-2.52331174,0.151602,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,4.481545,4.640264,4.533456
71.0,10.1002/adma.201103177,0.73,3.2,0.7,203,3,O=C1NC(c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)s2)=C2C(=O)NC(c3ccc(-c4ccc5ccc6cccc7ccc4c5c67)s3)=C12,-4.8917907,-2.6229054,0.124794,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.055749,1.118766,0.887428
71.0,10.1002/adma.201103177,0.81,6.2,1.7,204,2,COc1c2cc(-c3ccc(C4=C5C(=O)NC(c6ccc(-c7cc8c(OC)c9sccc9c(OC)c8s7)s6)=C5C(=O)N4)s3)sc2c(OC)c2ccsc12,-4.9312472,-2.81909949,0.139724,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.638776,2.477945,2.823974
71.0,10.1002/adma.201103177,0.73,4.3,1.3,205,1,O=C1NC(c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)=C2C(=O)NC(c3ccc(-c4ccc(N(C5=CC=CCC=C5)c5ccccc5)cc4)s3)=C12,-4.61586725,-2.43841221,0.151442,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.437986,1.607109,1.231608
70.0,10.1016/j.dyepig.2012.03.021,0.6,3.3,0.8,206,BFF,CCN1C(=O)C2=C(c3ccc(-c4cc5ccccc5o4)o3)N(CC)C(=O)C2=C1c1ccc(-c2cc3ccccc3o2)o1,-4.7698837,-2.65447061,0.127579,3,C60,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41,-5.986233,-3.2259097,-3.224821,0.063387,0.153464,0.22232,0.023207
70.0,10.1016/j.dyepig.2012.03.021,0.66,3.22,0.75,207,BTF,CCN1C(=O)C2=C(c3ccc(-c4cc5ccccc5s4)o3)N(CC)C(=O)C2=C1c1ccc(-c2cc3ccccc3s2)o1,-4.76661832,-2.65855232,0.130546,3,C60,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41,-5.986233,-3.2259097,-3.224821,0.063387,1.8108,1.729945,1.956147
69.0,10.1002/adfm.201201599,0.81,4.31,1.03,208,DPP(TBIND)2,CCN1C(=O)C2=C(c3ccc(-c4cc5ccccc5n4C)s3)N(CC)C(=O)C2=C1c1ccc(-c2cc3ccccc3n2C)s1,-4.75655011,-2.61991215,0.160126,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.538095,1.217929,1.559501
69.0,10.1002/adfm.201201599,0.76,5.7,1.43,209,DPP(TBTH)2,CCN1C(=O)C2=C(c3ccc(-c4cc5ccccc5s4)s3)N(CC)C(=O)C2=C1c1ccc(-c2cc3ccccc3s2)s1,-4.83546312,-2.78943908,0.131656,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.009916,1.442004,2.467891
68.0,10.1021/cm503915t,0.84,3.9,1.45,210,A-ESTER,CCN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C=C(C#N)C(=O)OCc6ccccc6)s5)s4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(C=C(C#N)C(=O)OCc4ccccc4)s3)s2)s1,-5.10866543,-3.22482124,0.146384,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.730099,1.481388,2.025743
68.0,10.1021/cm503915t,0.82,11.0,3.65,211,A-AMIDE,CCN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C=C(C#N)C(=O)NCc6ccccc6)s5)s4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(C=C(C#N)C(=O)NCc4ccccc4)s3)s2)s1,-5.04553502,-3.13665635,0.124911,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.04527,0.891162,1.237895
68.0,10.1021/cm503915t,0.63,0.7,0.15,212,S-ESTER,CCOC(=O)C(C#N)=Cc1ccc(-c2ccc(-c3ccc(C4=C5C(=O)N(CC)C(c6ccc(-c7ccc(-c8ccc(C=C(C#N)C(=O)OCC)s8)s7)s6)=C5C(=O)N4CC)s3)s2)s1,-5.07764445,-3.18427628,0.124788,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.451222,1.276838,1.828606
68.0,10.1021/cm503915t,0.86,1.1,0.37,213,S-AMIDE,CCNC(=O)C(C#N)=Cc1ccc(-c2ccc(-c3ccc(C4=C5C(=O)N(CC)C(c6ccc(-c7ccc(-c8ccc(C=C(C#N)C(=O)NCC)s8)s7)s6)=C5C(=O)N4CC)s3)s2)s1,-5.03056875,-3.11651993,0.123489,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.431956,1.325002,1.43674
67.0,10.1039/C4CC04020A,0.93,14.86,5.94,214,TPATDPPCN,CCN1C(=O)C2=C(c3ccc(-c4ccc(C#Cc5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(C#N)cc2)s1,-4.90430794,-2.79488136,0.087111,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.728478,3.218693,2.514385
67.0,10.1039/C4CC04020A,0.97,7.07,2.06,215,TPATDPP,CCN1C(=O)C2=C(c3ccc(-c4ccc(C#Cc5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.79165279,-2.50589645,0.096345,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,3.345236,3.514283,3.726743
66.0,10.1039/C5RA16812K,0.94,8.12,3.05,216,CSDPP12,CCN1C(=O)C2=C(c3ccc(-c4cc(C(C)C)cc(C(C)C)c4)s3)N(CC)C(=O)C2=C1c1ccc(-c2cc(C(C)C)cc(C(C)C)c2)s1,-4.70239945,-2.47950141,0.152611,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.631436,2.320296,2.950475
66.0,10.1039/C5RA16812K,0.88,9.18,3.55,217,CSDPP11,CCN1C(=O)C2=C(c3ccc(-c4ccc(OC)c(OC)c4OC)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(OC)c(OC)c2OC)s1,-4.54076382,-2.33745798,0.219646,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.152506,2.01944,2.011133
66.0,10.1039/C5RA16812K,0.94,7.68,2.89,218,CSDPP10,CCN1C(=O)C2=C(c3ccc(-c4ccc(OC(C)C)cc4C)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(OC(C)C)cc2C)s1,-4.59518659,-2.33936277,0.189144,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.992583,3.035804,2.737697
66.0,10.1039/C5RA16812K,1.02,7.38,2.86,219,CSDPP9,CCN1C(=O)C2=C(c3ccc(-c4c(C)cc(C)cc4C)s3)N(CC)C(=O)C2=C1c1ccc(-c2c(C)cc(C)cc2C)s1,-4.81015654,-2.38888749,0.215252,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.187374,3.188034,3.179251
